var1(t-1),var2(t-1),var3(t-1),var4(t-1),var5(t-1),var6(t-1),var7(t-1),var8(t-1),var1(t)
197.0,-12.0,-7.0,1032.0,1.78,0.0,0.0,4.0,235.0
235.0,-12.0,-8.0,1032.0,2.23,0.0,0.0,4.0,261.0
261.0,-12.0,-9.0,1032.0,3.12,0.0,0.0,4.0,269.0
269.0,-13.0,-11.0,1032.0,0.89,0.0,0.0,3.0,266.0
266.0,-14.0,-11.0,1032.0,2.68,0.0,0.0,3.0,263.0
263.0,-15.0,-12.0,1032.0,5.81,0.0,0.0,3.0,241.0
241.0,-14.0,-11.0,1032.0,0.45,0.0,0.0,4.0,205.0
205.0,-14.0,-11.0,1031.0,1.34,0.0,0.0,4.0,160.0
160.0,-14.0,-12.0,1031.0,1.79,0.0,0.0,3.0,150.0
150.0,-14.0,-12.0,1031.0,3.58,0.0,0.0,3.0,148.0
148.0,-14.0,-10.0,1030.0,6.71,0.0,0.0,3.0,208.0
208.0,-14.0,-11.0,1030.0,9.84,0.0,0.0,3.0,209.0
209.0,-15.0,-10.0,1030.0,11.63,0.0,0.0,3.0,183.0
183.0,-13.0,-10.0,1030.0,14.76,0.0,0.0,3.0,161.0
161.0,-13.0,-8.0,1030.0,17.89,0.0,0.0,3.0,182.0
182.0,-12.0,-6.0,1030.0,0.45,0.0,0.0,4.0,230.0
230.0,-11.0,-5.0,1030.0,1.34,0.0,0.0,4.0,170.0
170.0,-11.0,-4.0,1029.0,2.23,0.0,0.0,4.0,172.0
172.0,-11.0,-3.0,1028.0,3.12,0.0,0.0,4.0,154.0
154.0,-10.0,-1.0,1027.0,4.01,0.0,0.0,4.0,166.0
166.0,-11.0,-1.0,1027.0,4.46,0.0,0.0,4.0,177.0
177.0,-10.0,-1.0,1026.0,0.89,0.0,0.0,1.0,191.0
191.0,-10.0,-3.0,1026.0,1.78,0.0,0.0,1.0,212.0
212.0,-10.0,-5.0,1027.0,2.67,0.0,0.0,1.0,250.0
250.0,-10.0,-6.0,1027.0,0.89,0.0,0.0,2.0,268.0
268.0,-11.0,-7.0,1027.0,0.45,0.0,0.0,4.0,317.0
317.0,-10.0,-7.0,1027.0,0.9,0.0,0.0,4.0,291.0
291.0,-11.0,-9.0,1027.0,1.35,0.0,0.0,4.0,313.0
313.0,-12.0,-9.0,1027.0,0.89,0.0,0.0,2.0,282.0
282.0,-12.0,-10.0,1028.0,0.89,0.0,0.0,4.0,282.0
282.0,-13.0,-11.0,1028.0,3.13,0.0,0.0,3.0,303.0
303.0,-11.0,-9.0,1028.0,4.92,0.0,0.0,3.0,349.0
349.0,-13.0,-10.0,1028.0,6.71,0.0,0.0,3.0,407.0
407.0,-13.0,-11.0,1028.0,7.6,0.0,0.0,3.0,361.0
361.0,-13.0,-11.0,1027.0,1.79,0.0,0.0,2.0,234.0
234.0,-14.0,-11.0,1028.0,0.89,0.0,0.0,3.0,149.0
149.0,-14.0,-11.0,1028.0,4.02,0.0,0.0,3.0,147.0
147.0,-14.0,-11.0,1028.0,5.81,0.0,0.0,3.0,184.0
184.0,-11.0,-6.0,1028.0,9.83,0.0,0.0,3.0,161.0
161.0,-10.0,-5.0,1028.0,11.62,0.0,0.0,3.0,137.0
137.0,-9.0,-3.0,1028.0,13.41,0.0,0.0,3.0,146.0
146.0,-8.0,-1.0,1027.0,15.2,0.0,0.0,3.0,144.0
144.0,-9.0,0.0,1026.0,16.99,0.0,0.0,3.0,154.0
154.0,-9.0,1.0,1025.0,1.79,0.0,0.0,2.0,173.0
173.0,-9.0,1.0,1025.0,0.89,0.0,0.0,4.0,188.0
188.0,-8.0,1.0,1025.0,0.89,0.0,0.0,1.0,203.0
203.0,-7.0,-1.0,1025.0,2.68,0.0,0.0,1.0,233.0
233.0,-7.0,-2.0,1025.0,0.89,0.0,0.0,4.0,408.0
408.0,-7.0,-3.0,1025.0,0.89,0.0,0.0,1.0,435.0
435.0,-5.0,-2.0,1026.0,0.89,0.0,0.0,4.0,403.0
403.0,-5.0,-1.0,1026.0,1.79,0.0,0.0,3.0,360.0
360.0,-5.0,-1.0,1026.0,3.58,0.0,0.0,3.0,402.0
402.0,-6.0,-1.0,1026.0,0.89,0.0,0.0,4.0,358.0
358.0,-4.0,-1.0,1025.0,1.79,0.0,0.0,3.0,383.0
383.0,-5.0,-1.0,1024.0,4.92,0.0,0.0,3.0,332.0
332.0,-5.0,-1.0,1024.0,6.71,0.0,0.0,3.0,274.0
274.0,-5.0,-1.0,1023.0,8.5,0.0,0.0,3.0,256.0
256.0,-4.0,-1.0,1022.0,10.29,0.0,0.0,3.0,302.0
302.0,-4.0,-1.0,1021.0,11.18,0.0,0.0,3.0,330.0
330.0,-4.0,-1.0,1021.0,12.07,0.0,0.0,3.0,367.0
367.0,-4.0,-1.0,1021.0,13.86,0.0,0.0,3.0,297.0
297.0,-4.0,0.0,1021.0,0.89,0.0,0.0,4.0,331.0
331.0,-4.0,0.0,1021.0,1.79,0.0,0.0,3.0,323.0
323.0,-4.0,0.0,1021.0,0.89,0.0,0.0,4.0,339.0
339.0,-5.0,1.0,1021.0,1.79,0.0,0.0,3.0,301.0
301.0,-5.0,1.0,1020.0,0.89,0.0,0.0,4.0,310.0
310.0,-4.0,1.0,1019.0,1.34,0.0,0.0,4.0,305.0
305.0,-4.0,1.0,1018.0,0.89,0.0,0.0,2.0,313.0
313.0,-3.0,2.0,1018.0,0.45,0.0,0.0,4.0,336.0
336.0,-3.0,2.0,1018.0,1.34,0.0,0.0,4.0,357.0
357.0,-2.0,2.0,1018.0,0.89,0.0,0.0,2.0,485.0
485.0,-3.0,1.0,1018.0,0.89,0.0,0.0,4.0,426.0
426.0,-3.0,2.0,1020.0,1.79,0.0,0.0,3.0,403.0
403.0,-3.0,1.0,1020.0,4.92,0.0,0.0,3.0,374.0
374.0,-3.0,0.0,1021.0,6.71,0.0,0.0,3.0,333.0
333.0,-3.0,0.0,1021.0,8.5,0.0,0.0,3.0,343.0
343.0,-3.0,1.0,1020.0,11.63,0.0,0.0,3.0,364.0
364.0,-2.0,0.0,1021.0,14.76,0.0,0.0,3.0,389.0
389.0,-2.0,-1.0,1022.0,16.55,0.0,0.0,3.0,368.0
368.0,-4.0,-2.0,1022.0,19.68,0.0,0.0,3.0,267.0
267.0,-2.0,-1.0,1023.0,25.49,0.0,0.0,3.0,71.0
71.0,-3.0,1.0,1023.0,28.62,0.0,0.0,3.0,81.0
81.0,-3.0,0.0,1024.0,31.75,0.0,0.0,3.0,51.0
51.0,-5.0,2.0,1026.0,36.67,0.0,0.0,3.0,49.0
49.0,-9.0,1.0,1027.0,41.59,0.0,0.0,3.0,44.0
44.0,-10.0,0.0,1028.0,48.74,0.0,0.0,3.0,45.0
45.0,-10.0,0.0,1030.0,55.89,0.0,0.0,3.0,35.0
35.0,-11.0,1.0,1032.0,63.04,0.0,0.0,3.0,29.0
29.0,-13.0,0.0,1033.0,71.09,0.0,0.0,3.0,27.0
27.0,-13.0,0.0,1033.0,78.24,0.0,0.0,3.0,29.0
29.0,-13.0,-1.0,1033.0,8.05,0.0,0.0,2.0,16.0
16.0,-13.0,-1.0,1032.0,7.15,0.0,0.0,3.0,23.0
23.0,-15.0,-1.0,1032.0,5.81,0.0,0.0,2.0,28.0
28.0,-14.0,-1.0,1033.0,5.81,0.0,0.0,3.0,22.0
22.0,-15.0,-2.0,1033.0,12.96,0.0,0.0,3.0,11.0
11.0,-16.0,-3.0,1034.0,21.01,0.0,0.0,3.0,25.0
25.0,-17.0,-4.0,1035.0,28.16,0.0,0.0,3.0,16.0
16.0,-19.0,-3.0,1036.0,37.99,0.0,0.0,3.0,20.0
20.0,-18.0,-4.0,1037.0,46.93,0.0,0.0,3.0,20.0
20.0,-19.0,-4.0,1038.0,55.87,0.0,0.0,3.0,18.0
18.0,-19.0,-5.0,1038.0,65.7,0.0,0.0,3.0,18.0
18.0,-20.0,-6.0,1038.0,75.53,0.0,0.0,3.0,17.0
17.0,-20.0,-6.0,1038.0,85.36,0.0,0.0,3.0,17.0
17.0,-20.0,-7.0,1038.0,95.19,0.0,0.0,3.0,17.0
17.0,-22.0,-8.0,1038.0,103.24,0.0,0.0,3.0,15.0
15.0,-23.0,-8.0,1038.0,111.29,0.0,0.0,3.0,19.0
19.0,-24.0,-9.0,1038.0,118.44,0.0,0.0,3.0,16.0
16.0,-24.0,-9.0,1038.0,128.27,0.0,0.0,3.0,18.0
18.0,-25.0,-9.0,1038.0,138.1,0.0,0.0,3.0,18.0
18.0,-25.0,-8.0,1039.0,147.04,0.0,0.0,3.0,18.0
18.0,-25.0,-8.0,1039.0,155.98,0.0,0.0,3.0,26.0
26.0,-22.0,-7.0,1039.0,160.9,0.0,0.0,3.0,26.0
26.0,-22.0,-7.0,1038.0,3.13,0.0,0.0,2.0,25.0
25.0,-22.0,-5.0,1037.0,4.02,0.0,0.0,3.0,24.0
24.0,-21.0,-5.0,1035.0,3.13,0.0,0.0,2.0,15.0
15.0,-21.0,-4.0,1034.0,1.79,0.0,0.0,1.0,17.0
17.0,-20.0,-3.0,1034.0,1.79,0.0,0.0,2.0,15.0
15.0,-21.0,-2.0,1033.0,4.92,0.0,0.0,3.0,21.0
21.0,-20.0,-2.0,1033.0,10.73,0.0,0.0,3.0,40.0
40.0,-20.0,-2.0,1034.0,15.65,0.0,0.0,3.0,51.0
51.0,-19.0,-3.0,1034.0,21.46,0.0,0.0,3.0,45.0
45.0,-19.0,-3.0,1035.0,25.48,0.0,0.0,3.0,61.0
61.0,-17.0,-8.0,1035.0,0.89,0.0,0.0,2.0,72.0
72.0,-18.0,-9.0,1035.0,1.79,0.0,0.0,3.0,38.0
38.0,-18.0,-9.0,1035.0,3.58,0.0,0.0,3.0,35.0
35.0,-18.0,-6.0,1036.0,7.6,0.0,0.0,3.0,29.0
29.0,-20.0,-4.0,1037.0,17.43,0.0,0.0,3.0,26.0
26.0,-21.0,-5.0,1037.0,27.26,0.0,0.0,3.0,18.0
18.0,-21.0,-6.0,1037.0,35.31,0.0,0.0,3.0,15.0
15.0,-20.0,-7.0,1036.0,42.46,0.0,0.0,3.0,15.0
15.0,-20.0,-7.0,1035.0,48.27,0.0,0.0,3.0,22.0
22.0,-20.0,-7.0,1035.0,54.08,0.0,0.0,3.0,21.0
21.0,-20.0,-7.0,1036.0,59.0,0.0,0.0,3.0,19.0
19.0,-19.0,-7.0,1036.0,63.92,0.0,0.0,3.0,22.0
22.0,-20.0,-5.0,1036.0,67.94,0.0,0.0,3.0,25.0
25.0,-19.0,-4.0,1036.0,75.09,0.0,0.0,3.0,22.0
22.0,-19.0,-4.0,1036.0,84.03,0.0,0.0,3.0,26.0
26.0,-19.0,-3.0,1035.0,95.21,0.0,0.0,3.0,32.0
32.0,-18.0,-3.0,1034.0,105.04,0.0,0.0,3.0,30.0
30.0,-19.0,-2.0,1033.0,114.87,0.0,0.0,3.0,32.0
32.0,-18.0,-2.0,1032.0,124.7,0.0,0.0,3.0,30.0
30.0,-18.0,-2.0,1032.0,133.64,0.0,0.0,3.0,32.0
32.0,-18.0,-2.0,1032.0,139.45,0.0,0.0,3.0,37.0
37.0,-18.0,-3.0,1032.0,144.37,0.0,0.0,3.0,49.0
49.0,-17.0,-5.0,1033.0,149.29,0.0,0.0,3.0,47.0
47.0,-18.0,-4.0,1033.0,153.31,0.0,0.0,3.0,39.0
39.0,-17.0,-4.0,1032.0,159.12,0.0,0.0,3.0,35.0
35.0,-17.0,-4.0,1032.0,164.04,0.0,0.0,3.0,48.0
48.0,-17.0,-7.0,1032.0,168.06,0.0,0.0,3.0,49.0
49.0,-17.0,-4.0,1033.0,172.08,0.0,0.0,3.0,24.0
24.0,-17.0,-8.0,1033.0,0.89,0.0,0.0,4.0,23.0
23.0,-17.0,-5.0,1032.0,4.92,0.0,0.0,3.0,20.0
20.0,-18.0,-6.0,1032.0,8.05,0.0,0.0,3.0,19.0
19.0,-18.0,-5.0,1031.0,12.97,0.0,0.0,3.0,16.0
16.0,-18.0,-6.0,1031.0,16.1,0.0,0.0,3.0,22.0
22.0,-18.0,-7.0,1031.0,20.12,0.0,0.0,3.0,24.0
24.0,-18.0,-7.0,1031.0,24.14,0.0,0.0,3.0,24.0
24.0,-18.0,-6.0,1031.0,25.93,0.0,0.0,3.0,41.0
41.0,-18.0,-2.0,1031.0,30.85,0.0,0.0,3.0,23.0
23.0,-17.0,-1.0,1031.0,38.9,0.0,0.0,3.0,19.0
19.0,-17.0,0.0,1030.0,46.95,0.0,0.0,3.0,15.0
15.0,-19.0,1.0,1029.0,55.0,0.0,0.0,3.0,19.0
19.0,-20.0,2.0,1027.0,63.05,0.0,0.0,3.0,17.0
17.0,-19.0,2.0,1025.0,71.1,0.0,0.0,3.0,17.0
17.0,-19.0,3.0,1024.0,79.15,0.0,0.0,3.0,22.0
22.0,-19.0,3.0,1024.0,86.3,0.0,0.0,3.0,0.0
0.0,-18.0,2.0,1024.0,91.22,0.0,0.0,3.0,0.0
0.0,-18.0,1.0,1024.0,96.14,0.0,0.0,3.0,0.0
0.0,-17.0,0.0,1024.0,100.16,0.0,0.0,3.0,0.0
0.0,-18.0,0.0,1024.0,1.79,0.0,0.0,1.0,0.0
0.0,-15.0,-3.0,1024.0,0.89,0.0,0.0,4.0,0.0
0.0,-16.0,0.0,1023.0,1.79,0.0,0.0,3.0,0.0
0.0,-16.0,0.0,1023.0,4.92,0.0,0.0,3.0,0.0
0.0,-15.0,-2.0,1022.0,6.71,0.0,0.0,3.0,0.0
0.0,-14.0,-7.0,1022.0,0.45,0.0,0.0,4.0,0.0
0.0,-14.0,-8.0,1021.0,1.79,0.0,0.0,3.0,0.0
0.0,-16.0,-11.0,1021.0,3.58,0.0,0.0,3.0,0.0
0.0,-14.0,-9.0,1019.0,4.47,0.0,0.0,3.0,0.0
0.0,-15.0,-10.0,1019.0,0.89,0.0,0.0,4.0,0.0
0.0,-16.0,-12.0,1019.0,0.89,0.0,0.0,1.0,0.0
0.0,-15.0,-12.0,1019.0,0.89,0.0,0.0,4.0,0.0
0.0,-16.0,-13.0,1019.0,1.79,0.0,0.0,2.0,0.0
0.0,-13.0,-7.0,1020.0,0.89,0.0,0.0,4.0,0.0
0.0,-12.0,-4.0,1019.0,1.78,0.0,0.0,4.0,0.0
0.0,-13.0,0.0,1019.0,2.67,0.0,0.0,4.0,0.0
0.0,-16.0,4.0,1018.0,4.02,0.0,0.0,3.0,0.0
0.0,-19.0,5.0,1017.0,13.85,0.0,0.0,3.0,0.0
0.0,-18.0,5.0,1017.0,22.79,0.0,0.0,3.0,0.0
0.0,-19.0,5.0,1017.0,32.62,0.0,0.0,3.0,0.0
0.0,-20.0,5.0,1018.0,40.67,0.0,0.0,3.0,0.0
0.0,-19.0,3.0,1020.0,49.61,0.0,0.0,3.0,0.0
0.0,-18.0,1.0,1023.0,61.68,0.0,0.0,3.0,0.0
0.0,-20.0,-1.0,1027.0,76.88,0.0,0.0,3.0,0.0
0.0,-20.0,-2.0,1028.0,89.84,0.0,0.0,3.0,0.0
0.0,-21.0,-3.0,1029.0,98.78,0.0,0.0,3.0,0.0
0.0,-25.0,-4.0,1030.0,113.98,0.0,0.0,3.0,0.0
0.0,-26.0,-5.0,1031.0,129.18,0.0,0.0,3.0,0.0
0.0,-25.0,-5.0,1031.0,141.25,0.0,0.0,3.0,0.0
0.0,-25.0,-6.0,1031.0,150.19,0.0,0.0,3.0,0.0
0.0,-24.0,-6.0,1032.0,162.26,0.0,0.0,3.0,0.0
0.0,-24.0,-6.0,1033.0,172.09,0.0,0.0,3.0,0.0
0.0,-23.0,-6.0,1033.0,181.92,0.0,0.0,3.0,0.0
0.0,-22.0,-7.0,1033.0,187.73,0.0,0.0,3.0,0.0
0.0,-21.0,-7.0,1033.0,192.65,0.0,0.0,3.0,0.0
0.0,-21.0,-7.0,1034.0,196.67,0.0,0.0,3.0,0.0
0.0,-21.0,-6.0,1035.0,201.59,0.0,0.0,3.0,0.0
0.0,-21.0,-4.0,1036.0,207.4,0.0,0.0,3.0,0.0
0.0,-22.0,-3.0,1036.0,216.34,0.0,0.0,3.0,0.0
0.0,-22.0,-2.0,1036.0,222.15,0.0,0.0,3.0,0.0
0.0,-23.0,-1.0,1035.0,230.2,0.0,0.0,3.0,0.0
0.0,-26.0,1.0,1033.0,238.25,0.0,0.0,3.0,0.0
0.0,-25.0,2.0,1032.0,245.4,0.0,0.0,3.0,0.0
0.0,-25.0,2.0,1031.0,252.55,0.0,0.0,3.0,0.0
0.0,-24.0,2.0,1031.0,257.47,0.0,0.0,3.0,0.0
0.0,-22.0,1.0,1031.0,4.02,0.0,0.0,1.0,0.0
0.0,-19.0,-1.0,1031.0,7.15,0.0,0.0,1.0,0.0
0.0,-19.0,-1.0,1031.0,10.28,0.0,0.0,1.0,0.0
0.0,-17.0,-4.0,1031.0,12.07,0.0,0.0,1.0,0.0
0.0,-18.0,-1.0,1031.0,15.2,0.0,0.0,1.0,0.0
0.0,-18.0,-5.0,1030.0,0.89,0.0,0.0,4.0,0.0
0.0,-18.0,-3.0,1030.0,3.13,0.0,0.0,1.0,0.0
0.0,-16.0,-9.0,1030.0,0.89,0.0,0.0,4.0,0.0
0.0,-16.0,-8.0,1029.0,1.78,0.0,0.0,4.0,0.0
0.0,-16.0,-11.0,1029.0,2.23,0.0,0.0,4.0,0.0
0.0,-16.0,-12.0,1029.0,3.12,0.0,0.0,4.0,0.0
0.0,-16.0,-10.0,1028.0,3.13,0.0,0.0,3.0,0.0
0.0,-17.0,-10.0,1028.0,4.92,0.0,0.0,3.0,0.0
0.0,-17.0,-12.0,1027.0,6.71,0.0,0.0,3.0,0.0
0.0,-17.0,-10.0,1027.0,8.5,0.0,0.0,3.0,0.0
0.0,-18.0,-13.0,1028.0,1.79,0.0,0.0,2.0,0.0
0.0,-16.0,-8.0,1028.0,4.02,0.0,0.0,3.0,0.0
0.0,-16.0,-6.0,1027.0,5.81,0.0,0.0,3.0,0.0
0.0,-15.0,-3.0,1027.0,0.89,0.0,0.0,4.0,88.0
88.0,-15.0,-1.0,1025.0,1.79,0.0,0.0,1.0,85.0
85.0,-18.0,0.0,1024.0,3.58,0.0,0.0,1.0,90.0
90.0,-19.0,1.0,1023.0,0.89,0.0,0.0,4.0,127.0
127.0,-18.0,2.0,1021.0,1.79,0.0,0.0,1.0,144.0
144.0,-17.0,1.0,1021.0,4.92,0.0,0.0,1.0,203.0
203.0,-14.0,-1.0,1021.0,5.81,0.0,0.0,1.0,199.0
199.0,-13.0,-3.0,1021.0,6.7,0.0,0.0,1.0,231.0
231.0,-13.0,-3.0,1021.0,0.89,0.0,0.0,4.0,274.0
274.0,-11.0,-5.0,1020.0,0.89,0.0,0.0,2.0,340.0
340.0,-13.0,-6.0,1020.0,1.79,0.0,0.0,3.0,298.0
298.0,-11.0,-5.0,1020.0,0.89,0.0,0.0,4.0,268.0
268.0,-11.0,-4.0,1019.0,1.79,0.0,0.0,3.0,299.0
299.0,-11.0,-4.0,1019.0,3.58,0.0,0.0,3.0,300.0
300.0,-12.0,-3.0,1018.0,5.37,0.0,0.0,3.0,240.0
240.0,-11.0,-4.0,1017.0,7.16,0.0,0.0,3.0,213.0
213.0,-11.0,-4.0,1016.0,10.29,0.0,0.0,3.0,171.0
171.0,-12.0,-3.0,1016.0,12.08,0.0,0.0,3.0,153.0
153.0,-11.0,-4.0,1016.0,15.21,0.0,0.0,3.0,153.0
153.0,-11.0,-5.0,1015.0,17.0,0.0,0.0,3.0,140.0
140.0,-11.0,-4.0,1015.0,18.79,0.0,0.0,3.0,147.0
147.0,-11.0,-3.0,1015.0,3.13,0.0,0.0,2.0,158.0
158.0,-10.0,-1.0,1015.0,6.26,0.0,0.0,2.0,153.0
153.0,-9.0,1.0,1015.0,9.39,0.0,0.0,2.0,154.0
154.0,-9.0,3.0,1015.0,1.79,0.0,0.0,3.0,143.0
143.0,-9.0,4.0,1014.0,4.92,0.0,0.0,3.0,90.0
90.0,-9.0,6.0,1013.0,8.05,0.0,0.0,3.0,55.0
55.0,-13.0,8.0,1012.0,16.1,0.0,0.0,3.0,52.0
52.0,-14.0,8.0,1013.0,24.15,0.0,0.0,3.0,41.0
41.0,-14.0,7.0,1014.0,32.2,0.0,0.0,3.0,29.0
29.0,-13.0,7.0,1015.0,39.35,0.0,0.0,3.0,37.0
37.0,-13.0,5.0,1016.0,47.4,0.0,0.0,3.0,49.0
49.0,-12.0,4.0,1018.0,52.32,0.0,0.0,3.0,56.0
56.0,-13.0,3.0,1019.0,56.34,0.0,0.0,3.0,38.0
38.0,-14.0,3.0,1020.0,62.15,0.0,0.0,3.0,37.0
37.0,-14.0,3.0,1021.0,67.96,0.0,0.0,3.0,28.0
28.0,-14.0,0.0,1022.0,71.98,0.0,0.0,3.0,20.0
20.0,-13.0,-1.0,1023.0,76.9,0.0,0.0,3.0,22.0
22.0,-15.0,-1.0,1023.0,7.15,0.0,0.0,2.0,27.0
27.0,-15.0,-1.0,1024.0,12.07,0.0,0.0,2.0,34.0
34.0,-15.0,-2.0,1025.0,16.09,0.0,0.0,2.0,27.0
27.0,-15.0,-2.0,1025.0,21.01,0.0,0.0,2.0,32.0
32.0,-15.0,-3.0,1025.0,25.03,0.0,0.0,2.0,28.0
28.0,-15.0,-3.0,1025.0,3.13,0.0,0.0,3.0,28.0
28.0,-15.0,-3.0,1026.0,8.05,0.0,0.0,3.0,18.0
18.0,-16.0,-3.0,1027.0,12.97,0.0,0.0,3.0,17.0
17.0,-17.0,-2.0,1028.0,20.12,0.0,0.0,3.0,16.0
16.0,-18.0,-2.0,1029.0,25.93,0.0,0.0,3.0,18.0
18.0,-19.0,-1.0,1028.0,35.76,0.0,0.0,3.0,16.0
16.0,-21.0,1.0,1027.0,44.7,0.0,0.0,3.0,12.0
12.0,-24.0,1.0,1026.0,53.64,0.0,0.0,3.0,13.0
13.0,-25.0,1.0,1026.0,62.58,0.0,0.0,3.0,23.0
23.0,-25.0,1.0,1026.0,72.41,0.0,0.0,3.0,21.0
21.0,-24.0,1.0,1026.0,82.24,0.0,0.0,3.0,13.0
13.0,-25.0,0.0,1026.0,91.18,0.0,0.0,3.0,14.0
14.0,-22.0,0.0,1027.0,99.23,0.0,0.0,3.0,23.0
23.0,-20.0,-1.0,1027.0,103.25,0.0,0.0,3.0,16.0
16.0,-21.0,-1.0,1027.0,105.04,0.0,0.0,3.0,25.0
25.0,-21.0,-4.0,1028.0,0.89,0.0,0.0,2.0,20.0
20.0,-21.0,-2.0,1027.0,4.02,0.0,0.0,3.0,25.0
25.0,-22.0,-2.0,1027.0,7.15,0.0,0.0,3.0,19.0
19.0,-22.0,-1.0,1027.0,12.07,0.0,0.0,3.0,24.0
24.0,-21.0,-4.0,1027.0,15.2,0.0,0.0,3.0,25.0
25.0,-21.0,-4.0,1026.0,0.89,0.0,0.0,4.0,20.0
20.0,-19.0,-8.0,1026.0,1.79,0.0,0.0,2.0,24.0
24.0,-20.0,-7.0,1025.0,0.89,0.0,0.0,4.0,17.0
17.0,-20.0,-8.0,1024.0,1.79,0.0,0.0,3.0,10.0
10.0,-18.0,-10.0,1024.0,0.89,0.0,0.0,4.0,11.0
11.0,-21.0,-2.0,1024.0,4.02,0.0,0.0,3.0,16.0
16.0,-21.0,-1.0,1025.0,9.83,0.0,0.0,3.0,20.0
20.0,-24.0,1.0,1025.0,17.88,0.0,0.0,3.0,13.0
13.0,-25.0,2.0,1025.0,26.82,0.0,0.0,3.0,12.0
12.0,-24.0,3.0,1024.0,33.97,0.0,0.0,3.0,12.0
12.0,-25.0,4.0,1023.0,42.02,0.0,0.0,3.0,12.0
12.0,-24.0,5.0,1022.0,50.07,0.0,0.0,3.0,12.0
12.0,-25.0,6.0,1020.0,57.22,0.0,0.0,3.0,31.0
31.0,-25.0,6.0,1020.0,65.27,0.0,0.0,3.0,36.0
36.0,-23.0,6.0,1020.0,72.42,0.0,0.0,3.0,42.0
42.0,-22.0,5.0,1020.0,78.23,0.0,0.0,3.0,52.0
52.0,-21.0,5.0,1020.0,84.04,0.0,0.0,3.0,26.0
26.0,-20.0,5.0,1020.0,89.85,0.0,0.0,3.0,24.0
24.0,-20.0,3.0,1020.0,93.87,0.0,0.0,3.0,25.0
25.0,-20.0,3.0,1020.0,97.89,0.0,0.0,3.0,43.0
43.0,-19.0,3.0,1021.0,101.02,0.0,0.0,3.0,47.0
47.0,-19.0,3.0,1020.0,105.94,0.0,0.0,3.0,61.0
61.0,-18.0,0.0,1020.0,109.96,0.0,0.0,3.0,66.0
66.0,-18.0,0.0,1020.0,114.88,0.0,0.0,3.0,65.0
65.0,-15.0,-1.0,1020.0,1.79,0.0,0.0,4.0,70.0
70.0,-15.0,-2.0,1020.0,0.89,0.0,0.0,3.0,36.0
36.0,-16.0,-1.0,1020.0,4.02,0.0,0.0,3.0,37.0
37.0,-16.0,-4.0,1019.0,8.94,0.0,0.0,3.0,22.0
22.0,-15.0,-5.0,1020.0,0.89,0.0,0.0,4.0,24.0
24.0,-16.0,-5.0,1020.0,3.13,0.0,0.0,3.0,29.0
29.0,-15.0,-6.0,1021.0,0.89,0.0,0.0,4.0,35.0
35.0,-15.0,0.0,1021.0,4.02,0.0,0.0,3.0,35.0
35.0,-18.0,3.0,1021.0,8.04,0.0,0.0,3.0,33.0
33.0,-21.0,5.0,1020.0,12.96,0.0,0.0,3.0,32.0
32.0,-22.0,6.0,1020.0,18.77,0.0,0.0,3.0,25.0
25.0,-22.0,7.0,1019.0,25.92,0.0,0.0,3.0,16.0
16.0,-22.0,7.0,1018.0,35.75,0.0,0.0,3.0,26.0
26.0,-23.0,7.0,1018.0,45.58,0.0,0.0,3.0,32.0
32.0,-23.0,7.0,1017.0,52.73,0.0,0.0,3.0,36.0
36.0,-22.0,6.0,1018.0,58.54,0.0,0.0,3.0,37.0
37.0,-21.0,5.0,1018.0,64.35,0.0,0.0,3.0,45.0
45.0,-21.0,5.0,1019.0,70.16,0.0,0.0,3.0,71.0
71.0,-19.0,4.0,1019.0,74.18,0.0,0.0,3.0,67.0
67.0,-19.0,5.0,1020.0,78.2,0.0,0.0,3.0,69.0
69.0,-19.0,2.0,1020.0,81.33,0.0,0.0,3.0,94.0
94.0,-18.0,2.0,1021.0,84.46,0.0,0.0,3.0,85.0
85.0,-18.0,1.0,1021.0,87.59,0.0,0.0,3.0,35.0
35.0,-18.0,1.0,1021.0,90.72,0.0,0.0,3.0,26.0
26.0,-16.0,-3.0,1022.0,93.85,0.0,0.0,3.0,24.0
24.0,-15.0,-2.0,1022.0,95.64,0.0,0.0,3.0,20.0
20.0,-15.0,0.0,1022.0,99.66,0.0,0.0,3.0,16.0
16.0,-17.0,1.0,1023.0,105.47,0.0,0.0,3.0,18.0
18.0,-15.0,0.0,1023.0,109.49,0.0,0.0,3.0,19.0
19.0,-18.0,0.0,1025.0,113.51,0.0,0.0,3.0,22.0
22.0,-17.0,0.0,1025.0,116.64,0.0,0.0,3.0,17.0
17.0,-17.0,2.0,1026.0,120.66,0.0,0.0,3.0,18.0
18.0,-19.0,3.0,1026.0,129.6,0.0,0.0,3.0,11.0
11.0,-19.0,4.0,1026.0,138.54,0.0,0.0,3.0,11.0
11.0,-20.0,5.0,1025.0,145.69,0.0,0.0,3.0,16.0
16.0,-17.0,5.0,1024.0,4.02,0.0,0.0,2.0,18.0
18.0,-18.0,6.0,1024.0,7.15,0.0,0.0,2.0,17.0
17.0,-18.0,6.0,1024.0,0.89,0.0,0.0,4.0,19.0
19.0,-18.0,5.0,1024.0,1.79,0.0,0.0,1.0,26.0
26.0,-17.0,4.0,1024.0,3.58,0.0,0.0,1.0,24.0
24.0,-17.0,1.0,1024.0,1.79,0.0,0.0,2.0,54.0
