,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Side,City,County,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Humidity(%),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition
199,3,2016-12-25 0:23,2016-12-25 6:23,37.727814,-122.402911,37.72175,-122.40058,0.438,At Paul Ave - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2016-12-25 0:56,39.9,79,10,SW,5.8,,Clear
200,2,2016-12-26 17:40,2016-12-26 23:40,37.76792,-122.40578,37.76624,-122.40526,0.12,At I-80 - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2016-12-26 17:56,50,52,10,ENE,11.5,,Partly Cloudy
201,2,2016-12-28 11:22,2016-12-28 17:22,37.75006,-122.39229,37.75006,-122.39229,0,At Army St - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2016-12-28 10:56,52,47,10,ESE,8.1,,Partly Cloudy
203,2,2016-12-29 14:00,2016-12-29 20:00,37.787405,-122.472422,37.78696,-122.47258,0.032,At Presidio of San Francisco - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2016-12-29 13:56,55.9,57,10,North,3.5,,Clear
207,2,2016-12-30 17:26,2016-12-30 23:26,37.77056,-122.40589,37.770399,-122.40581,0.012,At US-101 - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2016-12-30 16:56,52,83,10,West,12.7,,Partly Cloudy
208,2,2016-12-30 17:36,2016-12-30 23:36,37.71951,-122.44822,37.71974,-122.44819,0.016,At Geneva Ave - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2016-12-30 17:56,53.1,77,10,West,19.6,,Scattered Clouds
209,2,2017-01-02 18:36,2017-01-03 0:36,37.73226,-122.43197,37.731132,-122.436453,0.257,At Monterey Blvd/San Jose Ave - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2017-01-02 18:56,50,74,10,SE,12.7,,Mostly Cloudy
211,4,2017-01-04 23:15,2017-01-05 5:15,37.71951,-122.44822,37.71974,-122.44819,0.016,At Geneva Ave - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2017-01-04 23:08,46.9,86,8,West,8.1,0,Overcast
212,2,2017-01-05 9:43,2017-01-05 15:43,37.765909,-122.40523,37.764186,-122.405108,0.119,At Vermont St - Accident.,L,San Francisco,San Francisco,US/Pacific,KSFO,2017-01-05 9:56,48.9,50,10,WNW,13.8,,Partly Cloudy
213,2,2017-01-05 9:53,2017-01-05 15:53,37.76937,-122.41783,37.76966,-122.41729,0.036,At 13th St - Accident. Left lane blocked.,R,San Francisco,San Francisco,US/Pacific,KSFO,2017-01-05 9:56,48.9,50,10,WNW,13.8,,Partly Cloudy
214,2,2017-01-05 12:56,2017-01-05 18:56,37.80706,-122.47557,37.806531,-122.47492,0.051,Between Golden Gate Brg and Merchant Rd - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2017-01-05 12:56,50,57,10,North,5.8,,Partly Cloudy
215,3,2017-01-07 3:49,2017-01-07 9:49,37.797604,-122.423879,37.79573,-122.4235,0.131,At Broadway St - Accident.,L,San Francisco,San Francisco,US/Pacific,KSFO,2017-01-07 3:56,46,83,6,ENE,12.7,0.02,Light Rain
216,2,2017-01-09 7:52,2017-01-09 13:52,37.71011,-122.3955,37.700051,-122.393263,0.706,Between Alanna Rd/Exit 429A and Sierra Point Pky/Exit 426 - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2017-01-09 7:56,54,80,10,SSW,6.9,,Overcast
221,2,2017-01-11 9:12,2017-01-11 15:12,37.77304,-122.40657,37.77579,-122.40504,0.208,At 7th St/Bryant St - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2017-01-11 9:26,52,77,9,West,10.4,0,Overcast
222,2,2017-01-11 10:38,2017-01-11 16:38,37.743636,-122.405856,37.744161,-122.40546,0.042,At Army St/Potrero Ave - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2017-01-11 10:56,54,72,10,West,17.3,,Mostly Cloudy
225,2,2017-01-12 19:25,2017-01-13 1:25,37.770183,-122.420943,37.770184,-122.42095,0,At Market St - Accident.,L,San Francisco,San Francisco,US/Pacific,KSFO,2017-01-12 19:02,48.9,80,10,North,3.5,,Partly Cloudy
227,2,2017-01-13 8:01,2017-01-13 14:01,37.72297,-122.4477,37.72536,-122.4465,0.178,At Ocean Ave - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2017-01-13 7:56,44.1,85,10,Calm,,,Partly Cloudy
228,2,2017-01-13 13:31,2017-01-13 19:31,37.76942,-122.411975,37.76945,-122.413404,0.078,At I-80/James Lick Skwy - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2017-01-13 13:56,53.1,59,10,East,3.5,,Clear
231,2,2017-01-13 15:36,2017-01-13 21:36,37.73226,-122.43197,37.73016,-122.4394,0.431,At Monterey Blvd/San Jose Ave - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2017-01-13 15:56,57,44,10,Calm,,,Clear
232,3,2017-01-13 19:30,2017-01-14 1:30,37.76967,-122.41598,37.76969,-122.41621,0.013,At Van Ness Ave/Duboce Ave/Exit 434A - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2017-01-13 19:56,50,77,10,West,13.8,,Clear
234,2,2017-01-15 15:29,2017-01-15 21:29,37.77056,-122.40589,37.770399,-122.40581,0.012,At US-101 - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2017-01-15 15:56,52,66,10,NE,3.5,,Clear
236,2,2017-01-16 13:44,2017-01-16 19:44,37.75006,-122.39229,37.74491,-122.3952,0.39,At Army St - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2017-01-16 13:56,53.1,59,10,East,5.8,,Partly Cloudy
237,2,2017-01-16 15:34,2017-01-16 21:34,37.73226,-122.43197,37.73016,-122.4394,0.431,At Monterey Blvd/San Jose Ave - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2017-01-16 15:56,53.1,66,10,NE,5.8,,Partly Cloudy
240,2,2017-01-18 18:46,2017-01-19 0:46,37.73226,-122.43197,37.73016,-122.4394,0.431,At Monterey Blvd/San Jose Ave - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2017-01-18 18:56,54,86,5,South,27.6,0.12,Light Rain
241,2,2017-01-18 18:56,2017-01-19 0:56,37.75006,-122.39229,37.74491,-122.3952,0.39,At Army St - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2017-01-18 18:56,54,86,5,South,27.6,0.12,Light Rain
242,2,2017-01-19 8:33,2017-01-19 14:33,37.72049,-122.40014,37.7155,-122.39851,0.356,At 3rd St/Exit 429B/Exit 429C - Accident. Right lane blocked.,R,San Francisco,San Francisco,US/Pacific,KSFO,2017-01-19 8:39,55,74,9,SW,5.8,,Overcast
244,2,2017-01-19 9:49,2017-01-19 15:49,37.73137,-122.42359,37.731753,-122.420688,0.161,At Alemany Blvd - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2017-01-19 9:56,54,75,10,SW,17.3,0,Scattered Clouds
245,2,2017-01-19 10:32,2017-01-19 16:32,37.73318,-122.41221,37.74041,-122.40782,0.554,Ramp to Alemany Blvd - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2017-01-19 10:56,55.9,64,10,WSW,13.8,0.01,Mostly Cloudy
247,2,2017-01-19 15:53,2017-01-19 21:53,37.76972,-122.41777,37.76966,-122.41729,0.027,At S Van Ness Ave - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2017-01-19 15:56,55,69,10,WSW,9.2,,Mostly Cloudy
248,2,2017-01-20 4:37,2017-01-20 10:37,37.72604,-122.44624,37.72542,-122.4467,0.05,At Ocean Ave - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2017-01-20 4:38,48,80,3,SW,15,0.46,Light Thunderstorms and Rain
250,2,2016-10-20 14:38,2016-10-20 20:38,37.724691,-122.40154,37.725012,-122.401641,0.023,At Bacon St - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2016-10-20 14:56,77,39,10,WNW,11.5,,Partly Cloudy
252,2,2016-10-20 19:55,2016-10-21 1:55,37.74492,-122.40505,37.75251,-122.40279,0.539,At Army St/Potrero Ave - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2016-10-20 19:56,66.9,63,10,West,13.8,,Clear
253,2,2016-10-21 3:35,2016-10-21 9:35,37.79886,-122.44488,37.79886,-122.44488,0,At Lombard St - Accident.,L,San Francisco,San Francisco,US/Pacific,KSFO,2016-10-21 3:56,57.9,81,10,West,5.8,,Clear
254,2,2016-10-21 14:41,2016-10-21 20:41,37.73473,-122.40638,37.74072,-122.40774,0.42,At I-280/Alemany Blvd - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2016-10-21 14:56,68,61,10,WNW,20.7,,Partly Cloudy
258,2,2016-10-22 20:21,2016-10-23 2:21,37.79267,-122.46956,37.79616,-122.46949,0.241,At General Douglas MacArthur Tunl - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2016-10-22 19:56,57.9,72,10,West,17.3,,Mostly Cloudy
259,3,2016-10-24 6:58,2016-10-24 12:58,37.77304,-122.40657,37.77579,-122.40504,0.208,At 7th St/Bryant St - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2016-10-24 6:56,61,70,10,South,6.9,,Mostly Cloudy
260,2,2016-10-24 14:52,2016-10-24 20:52,37.725146,-122.401939,37.723469,-122.401276,0.121,At Paul Ave - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2016-10-24 14:56,64.9,63,8,SSE,20.7,0,Light Rain
262,2,2016-10-24 18:35,2016-10-25 0:35,37.764849,-122.40485,37.76528,-122.40485,0.03,At I-80 - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2016-10-24 18:56,62.1,75,9,SE,13.8,0.02,Light Rain
264,2,2016-10-25 9:04,2016-10-25 15:04,37.73235,-122.4141,37.73679,-122.40319,0.67,At US-101 (San Francisco) - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2016-10-25 8:56,63,75,10,SSE,20.7,,Mostly Cloudy
265,2,2016-10-25 14:56,2016-10-25 20:56,37.76967,-122.41598,37.76969,-122.41621,0.013,At Van Ness Ave/Duboce Ave/Exit 434A - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2016-10-25 14:56,70,59,10,South,24.2,,Mostly Cloudy
266,2,2016-10-26 7:50,2016-10-26 13:50,37.73473,-122.40638,37.74072,-122.40774,0.42,At I-280/Alemany Blvd - Accident. Right lane blocked.,R,San Francisco,San Francisco,US/Pacific,KSFO,2016-10-26 7:56,57.9,81,10,SSW,5.8,,Partly Cloudy
269,2,2016-11-02 6:27,2016-11-02 12:27,37.73318,-122.41221,37.74041,-122.40782,0.554,Ramp to Alemany Blvd - Accident. Right lane blocked.,R,San Francisco,San Francisco,US/Pacific,KSFO,2016-11-02 6:56,52,86,10,South,3.5,,Partly Cloudy
271,3,2016-11-02 23:08,2016-11-03 5:08,37.72604,-122.44624,37.72542,-122.4467,0.05,At Ocean Ave - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2016-11-02 22:56,57.9,72,10,Calm,,,Clear
272,2,2016-11-03 7:02,2016-11-03 13:02,37.73137,-122.42359,37.7319,-122.41589,0.422,At Alemany Blvd - Accident. Left lane blocked.,R,San Francisco,San Francisco,US/Pacific,KSFO,2016-11-03 6:56,55.9,77,10,SE,6.9,,Clear
274,2,2016-11-03 19:45,2016-11-04 1:45,37.739859,-122.42406,37.739855,-122.424061,0,At Randall St - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2016-11-03 19:56,64.9,58,10,Calm,,,Scattered Clouds
276,2,2016-11-04 19:11,2016-11-05 1:11,37.73137,-122.42359,37.7319,-122.41589,0.422,At Alemany Blvd - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2016-11-04 18:56,64,65,10,West,8.1,,Partly Cloudy
279,2,2016-11-08 9:00,2016-11-08 15:00,37.743956,-122.405783,37.74182,-122.40746,0.174,At I-280/Alemany Blvd - Accident. Right lane blocked.,R,San Francisco,San Francisco,US/Pacific,KSFO,2016-11-08 8:56,64.9,78,10,ENE,3.5,,Mostly Cloudy
280,2,2016-11-08 13:36,2016-11-08 19:36,37.74063,-122.40793,37.73515,-122.40685,0.383,At I-280/Alemany Blvd - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2016-11-08 13:56,70,68,10,East,3.5,,Partly Cloudy
281,2,2016-11-08 16:45,2016-11-08 22:45,37.719516,-122.448219,37.721078,-122.448021,0.108,Between Geneva Ave and Ocean Ave - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2016-11-08 16:56,70,65,10,North,3.5,,Mostly Cloudy
282,2,2016-11-08 17:39,2016-11-08 23:39,37.79617,-122.46958,37.79264,-122.46964,0.244,At General Douglas MacArthur Tunl - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2016-11-08 17:56,68,65,10,West,9.2,,Scattered Clouds
284,2,2016-11-09 16:16,2016-11-09 22:16,37.72049,-122.40014,37.7155,-122.39851,0.356,At 3rd St/Exit 429B/Exit 429C - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2016-11-09 15:56,73.9,55,10,Calm,,,Scattered Clouds
285,2,2016-11-09 18:44,2016-11-10 0:44,37.72297,-122.4477,37.72536,-122.4465,0.178,At Ocean Ave - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2016-11-09 18:56,64.9,73,10,West,13.8,,Partly Cloudy
287,2,2016-11-10 9:35,2016-11-10 15:35,37.751648,-122.403119,37.748,-122.40425,0.26,At Army St/Potrero Ave - Accident. Left lane blocked.,L,San Francisco,San Francisco,US/Pacific,KSFO,2016-11-10 9:56,64,87,10,Calm,,,Mostly Cloudy
290,3,2016-11-11 16:51,2016-11-11 22:51,37.73235,-122.4141,37.73174,-122.40434,0.535,Ramp to US-101/James Lick Fwy Southbound - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2016-11-11 16:56,64.9,58,10,West,4.6,,Mostly Cloudy
291,3,2016-11-11 16:51,2016-11-11 22:51,37.73174,-122.40434,37.72792,-122.40295,0.275,Ramp to Alemany Blvd - Accident.,L,San Francisco,San Francisco,US/Pacific,KSFO,2016-11-11 16:56,64.9,58,10,West,4.6,,Mostly Cloudy
292,2,2016-11-14 17:13,2016-11-14 23:13,37.808144,-122.476644,37.807527,-122.476057,0.053,At Golden Gate Bridge/Toll Plaza - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2016-11-14 16:56,59,87,10,West,13.8,,Partly Cloudy
294,2,2016-11-16 12:18,2016-11-16 18:18,37.79524,-122.46959,37.793974,-122.46962,0.087,At General Douglas MacArthur Tunl - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2016-11-16 11:56,61,48,10,West,21.9,,Partly Cloudy
295,2,2016-11-16 15:03,2016-11-16 21:03,37.74492,-122.40505,37.75251,-122.40279,0.539,At Army St/Potrero Ave - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2016-11-16 14:56,59,51,10,West,24.2,,Partly Cloudy
298,2,2016-11-18 16:49,2016-11-18 22:49,37.731955,-122.433361,37.73016,-122.4394,0.353,At Monterey Blvd/San Jose Ave - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2016-11-18 16:56,60.1,55,10,SSW,17.3,,Clear
299,2,2016-11-18 19:34,2016-11-19 1:34,37.74492,-122.40505,37.75251,-122.40279,0.539,At Army St/Potrero Ave - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2016-11-18 19:56,60.1,41,10,SE,10.4,,Partly Cloudy
300,2,2016-11-20 12:28,2016-11-20 18:28,37.73007,-122.43918,37.73203,-122.43219,0.405,At Monterey Blvd/San Jose Ave - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2016-11-20 12:36,57.9,90,10,North,8.1,0,Overcast
304,2,2016-11-22 8:52,2016-11-22 14:52,37.80499,-122.47325,37.804518,-122.472643,0.046,At CA-1 (San Francisco) - Accident. Left lane blocked.,R,San Francisco,San Francisco,US/Pacific,KSFO,2016-11-22 8:56,55.9,72,10,Calm,,,Mostly Cloudy
307,2,2016-11-22 18:32,2016-11-23 0:32,37.771961,-122.406331,37.77579,-122.40504,0.274,At 7th St/Bryant St - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2016-11-22 18:56,55.9,75,10,ESE,9.2,,Mostly Cloudy
310,2,2016-11-23 15:37,2016-11-23 21:37,37.76937,-122.41783,37.76966,-122.41729,0.036,At 13th St - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2016-11-23 15:56,57,55,10,WNW,16.1,,Partly Cloudy
311,2,2016-11-23 16:11,2016-11-23 22:11,37.70902,-122.46777,37.70902,-122.46777,0,At St Charles Ave - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2016-11-23 15:56,57,55,10,WNW,16.1,,Partly Cloudy
312,2,2016-11-23 16:35,2016-11-23 22:35,37.63275,-122.40273,37.64126,-122.40579,0.611,At I-380/Access Rd - Accident.,R,San Francisco,San Mateo,US/Pacific,KSFO,2016-11-23 16:56,55.9,62,10,WNW,11.5,,Partly Cloudy
314,2,2016-11-28 4:59,2016-11-28 10:59,37.71951,-122.44822,37.71974,-122.44819,0.016,At Geneva Ave - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2016-11-28 4:56,51.1,86,9,SSE,6.9,,Mostly Cloudy
319,2,2016-09-13 8:50,2016-09-13 14:50,37.73473,-122.40638,37.74072,-122.40774,0.42,At I-280/Alemany Blvd - Accident. Right lane blocked.,R,San Francisco,San Francisco,US/Pacific,KSFO,2016-09-13 8:56,63,60,10,ESE,11.5,,Partly Cloudy
321,2,2016-09-13 16:44,2016-09-13 22:44,37.776013,-122.404777,37.77601,-122.40478,0,At 4th St/5th St - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2016-09-13 16:56,70,49,10,SSW,12.7,,Scattered Clouds
328,2,2016-09-26 9:38,2016-09-26 15:38,37.76542,-122.40486,37.76877,-122.40656,0.249,At I-80 - Accident. Right lane blocked.,R,San Francisco,San Francisco,US/Pacific,KSFO,2016-09-26 9:56,73,59,10,NNE,3.5,,Clear
330,2,2016-09-26 19:36,2016-09-27 1:36,37.74292,-122.397,37.75702,-122.39225,1.008,Between Army St and 25th St - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2016-09-26 19:56,77,30,10,WNW,12.7,,Partly Cloudy
331,2,2016-09-27 12:18,2016-09-27 18:18,37.73222,-122.41524,37.73158,-122.42329,0.442,At Alemany Blvd - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2016-09-27 11:56,75.9,52,10,North,5.8,,Clear
333,2,2016-09-27 15:54,2016-09-27 21:54,37.74292,-122.397,37.742931,-122.39699,0.001,At Army St - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2016-09-27 15:56,79,31,10,WNW,13.8,,Partly Cloudy
334,2,2016-09-27 18:31,2016-09-28 0:31,37.73226,-122.43197,37.73016,-122.4394,0.431,At Monterey Blvd/San Jose Ave - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2016-09-27 18:56,64,60,10,WNW,11.5,,Partly Cloudy
336,2,2016-09-28 8:46,2016-09-28 14:46,37.73235,-122.4141,37.73679,-122.40319,0.67,At US-101 (San Francisco) - Accident. Left lane blocked.,R,San Francisco,San Francisco,US/Pacific,KSFO,2016-09-28 8:56,60.1,78,10,WNW,9.2,,Partly Cloudy
340,2,2016-09-29 6:51,2016-09-29 12:51,37.77034,-122.40974,37.76792,-122.40578,0.273,Ramp to I-80 - Accident. Left lane blocked.,R,San Francisco,San Francisco,US/Pacific,KSFO,2016-09-29 6:54,55.4,88,9,West,9.2,,Mostly Cloudy
343,2,2016-09-30 6:53,2016-09-30 12:53,37.72604,-122.44624,37.72542,-122.4467,0.05,At Ocean Ave - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2016-09-30 6:56,55,77,10,West,12.7,,Overcast
344,2,2016-09-30 16:15,2016-09-30 22:15,37.76542,-122.40486,37.76877,-122.40656,0.249,At I-80 - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2016-09-30 15:56,63,58,10,West,23,,Partly Cloudy
346,2,2016-10-03 14:26,2016-10-03 20:26,37.72119,-122.44777,37.724,-122.44703,0.198,Ramp to I-280/John F Foran Fwy Northbound - Accident.,L,San Francisco,San Francisco,US/Pacific,KSFO,2016-10-03 13:56,64,60,10,East,10.4,,Overcast
347,2,2016-10-03 14:26,2016-10-03 20:26,37.72536,-122.4465,37.724,-122.44703,0.098,Ramp to Ocean Ave - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2016-10-03 13:56,64,60,10,East,10.4,,Overcast
348,2,2016-10-03 18:35,2016-10-04 0:35,37.73235,-122.4141,37.7374,-122.40227,0.735,Between US-101 (San Francisco) and Army St - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2016-10-03 18:56,63,60,10,SSE,8.1,,Overcast
349,2,2016-10-03 19:34,2016-10-04 1:34,37.73226,-122.43197,37.73016,-122.4394,0.431,At Monterey Blvd/San Jose Ave - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2016-10-03 19:56,63,60,10,South,5.8,,Overcast
350,2,2016-10-04 12:46,2016-10-04 18:46,37.729992,-122.439385,37.73203,-122.43219,0.418,At Monterey Blvd/San Jose Ave - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2016-10-04 12:56,66.9,57,10,WNW,9.2,,Scattered Clouds
353,2,2016-10-05 5:18,2016-10-05 11:18,37.73137,-122.42359,37.7319,-122.41589,0.422,At Alemany Blvd - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2016-10-05 4:56,55,80,10,West,10.4,,Clear
354,2,2016-10-06 16:45,2016-10-06 22:45,37.73473,-122.40638,37.74072,-122.40774,0.42,At I-280/Alemany Blvd - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2016-10-06 16:56,69.1,38,10,West,20.7,,Clear
355,2,2016-10-06 17:44,2016-10-06 23:44,37.63275,-122.40273,37.64126,-122.40579,0.611,At I-380/Access Rd - Accident.,R,San Francisco,San Mateo,US/Pacific,KSFO,2016-10-06 17:56,66,48,10,West,21.9,,Clear
360,2,2016-10-10 13:51,2016-10-10 19:51,37.72362,-122.40134,37.72175,-122.40058,0.136,At Paul Ave - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2016-10-10 13:56,66,60,10,NW,17.3,,Scattered Clouds
361,2,2016-10-10 14:48,2016-10-10 20:48,37.73226,-122.43197,37.73016,-122.4394,0.431,At Monterey Blvd/San Jose Ave - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2016-10-10 14:56,66,60,10,NW,16.1,,Scattered Clouds
362,2,2016-10-11 11:33,2016-10-11 17:33,37.77304,-122.40657,37.77579,-122.40504,0.208,At 7th St/Bryant St - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2016-10-11 11:56,64.9,52,10,West,9.2,,Mostly Cloudy
363,2,2016-10-12 9:20,2016-10-12 15:20,37.73226,-122.43197,37.73016,-122.4394,0.431,At Monterey Blvd/San Jose Ave - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2016-10-12 8:56,57.9,78,10,South,3.5,,Overcast
364,2,2016-10-12 14:40,2016-10-12 20:40,37.77304,-122.40657,37.774983,-122.405767,0.141,At 7th St/Bryant St - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2016-10-12 14:56,62.6,63,10,North,,,Mostly Cloudy
365,2,2016-10-12 18:20,2016-10-13 0:20,37.72049,-122.40014,37.7155,-122.39851,0.356,At 3rd St/Exit 429B/Exit 429C - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2016-10-12 17:56,57.2,77,10,West,12.7,,Scattered Clouds
366,3,2016-10-13 0:15,2016-10-13 6:15,37.73186,-122.419028,37.7319,-122.41589,0.171,At Alemany Blvd - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2016-10-13 0:56,57.2,82,10,SE,3.5,,Mostly Cloudy
369,2,2016-10-13 16:57,2016-10-13 22:57,37.74492,-122.40505,37.75251,-122.40279,0.539,At Army St/Potrero Ave - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2016-10-13 16:56,71.6,53,10,WSW,10.4,,Mostly Cloudy
372,2,2016-10-14 10:21,2016-10-14 16:21,37.72135,-122.44822,37.71974,-122.4484,0.112,At Geneva Ave - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2016-10-14 10:26,64.4,94,1.5,South,15,,Light Rain
376,2,2016-10-17 17:21,2016-10-17 23:21,37.80688,-122.47501,37.80873,-122.476975,0.167,Between Merchant Rd and Golden Gate Brg - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2016-10-17 16:56,66,59,10,West,11.5,,Partly Cloudy
377,2,2016-10-17 18:56,2016-10-18 0:56,37.77304,-122.40657,37.77579,-122.40504,0.208,At 7th St/Bryant St - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2016-10-17 18:56,61,75,10,WNW,9.2,,Partly Cloudy
379,2,2016-10-18 7:33,2016-10-18 13:33,37.729526,-122.403454,37.73097,-122.40428,0.11,At Bacon St - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2016-10-18 7:56,55.9,90,10,WNW,4.6,,Partly Cloudy
380,2,2016-10-18 9:10,2016-10-18 15:10,37.73473,-122.40638,37.74072,-122.40774,0.42,At I-280/Alemany Blvd - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2016-10-18 8:56,59,81,10,West,4.6,,Partly Cloudy
381,2,2016-10-18 15:02,2016-10-18 21:02,37.775851,-122.405458,37.774061,-122.40675,0.142,At 7th St/Bryant St - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2016-10-18 14:56,66.9,63,10,WNW,15,,Partly Cloudy
382,2,2016-10-18 15:52,2016-10-18 21:52,37.761364,-122.406105,37.761346,-122.406112,0.001,At Vermont St - Accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2016-10-18 15:56,68,56,10,West,16.1,,Partly Cloudy
384,2,2016-10-19 7:40,2016-10-19 13:40,37.742677,-122.397223,37.743496,-122.396484,0.07,At Army St - Accident. Right lane blocked.,R,San Francisco,San Francisco,US/Pacific,KSFO,2016-10-19 7:56,55.9,80,10,South,3.5,,Partly Cloudy
